1621541785536,3091,25480488,48508928
1621541788536,7550,19216256,49557504
1621541791537,11937,15031112,49819648
1621541794538,16506,14157904,49033216
1621541797539,21619,23986736,49819648
1621541800540,26114,15149576,49557504
1621541803541,30058,22676568,50081792
1621541806541,34680,23750704,50343936
1621541809542,39034,10408568,49819648
1621541812544,43326,14799512,49033216
1621541815544,47553,21990872,50081792
1621541818544,51442,23048808,49819648
1621541821545,55589,23435472,49819648
1621541824545,59521,11630464,49819648
1621541827545,63810,10294080,49819648
1621541830546,67983,10910016,50081792
1621541833547,72077,21535200,48508928
1621541836548,76461,17093216,49819648
1621541839549,80688,11694688,48771072
1621541842550,84703,16256000,49557504
1621541845551,89176,11398840,48771072
1621541848553,93389,25059008,49819648
1621541851553,97877,18608520,49295360
1621541854555,102239,18645176,49295360
1621541857555,106289,20361712,50081792
1621541860556,110685,12177536,48246784
1621541863556,114983,4258496,49033216
1621541866556,119289,13152904,48771072
1621541869556,123660,8505736,49819648
1621541872557,127753,15286864,50081792
1621541875557,132020,14371728,49819648
1621541878558,136065,14255624,50343936
1621541881560,140127,23028616,49557504
1621541884561,144290,12437456,50081792
1621541887562,148346,24467016,50081792
1621541890564,152646,6488680,49819648
1621541893564,156828,22092128,50081792
1621541896566,160770,18161096,50081792
1621541899567,164462,13161048,49295360
1621541902567,168784,11804672,50343936
1621541905567,173130,12506664,48508928
1621541908567,177542,11464368,49557504
1621541911568,181724,16233016,49295360
1621541914570,185975,15153520,49557504
1621541917571,190171,21466536,50081792
1621541920572,194422,8391376,50343936
1621541923574,198781,26387152,50606080
1621541926575,202830,16004280,50343936
1621541929576,206759,9209784,49557504
1621541932576,210736,22981184,50343936
1621541935577,215038,10735392,49295360
1621541938578,219022,14536896,50343936
1621541941578,222982,26853232,50606080
1621541944578,227458,17044152,50081792
1621541947580,231829,22410920,50343936
1621541950582,236277,29994896,50606080
1621541953583,240809,16419312,50081792
1621541956585,245269,14504832,49557504
1621541959585,249802,24889488,50081792
1621541962586,254138,17451848,50868224
1621541965586,258956,8797544,50343936
1621541968588,263023,15978432,50343936
1621541971590,267660,16675224,50343936
1621541974591,271861,20947256,49295360
1621541977592,275875,24408400,50081792
1621541980593,280039,5748920,49557504
1621541983594,284247,18576016,49295360
1621541986595,288219,21359016,53489664
1621541989595,292247,4204504,50606080
1621541992598,296324,12738024,49557504
1621541995598,300317,24394776,50343936
1621541998598,304425,18530632,50343936
1621542001599,308587,13224488,50606080
1621542004600,312566,14539056,49819648
1621542007602,316534,20289360,53227520
1621542010604,319448,12172688,50081792
1621542013608,322655,10055232,50081792
1621542016608,326191,16270880,49557504
1621542019610,329279,14264920,49033216
1621542022612,332439,27193256,49557504
1621542025612,335748,16663184,49819648
1621542028612,339062,22871640,50343936
1621542031612,342404,21322864,49295360
1621542034614,345768,25735472,50343936
1621542037615,349312,10581496,50081792
1621542040617,352876,8566600,50081792
1621542043618,356444,18971768,49295360
1621542046618,360016,12150952,49295360
1621542049618,363540,12244320,50081792
1621542052619,367054,14644872,49819648
1621542055620,370688,6313800,49819648
1621542058622,374224,17888200,49819648
1621542061623,377479,17864352,49033216
1621542064623,381048,15830720,49819648
1621542067622,384690,17379920,49557504
1621542070624,388389,13914720,49819648
1621542073625,391948,11387936,49819648
1621542076626,395518,16606168,48771072
1621542079627,399231,8150952,49033216
1621542082628,402930,15016224,49033216
1621542085629,406556,14735240,50081792
1621542088630,410346,13482096,49295360
1621542091632,413876,20278416,49819648
1621542094634,417203,14994728,49033216
1621542097634,420376,15079040,49033216
1621542100634,423565,12004912,48508928
1621542103636,426699,12753408,50081792
1621542106637,430048,5595240,49033216
1621542109638,433320,17138016,50606080
1621542112639,436483,10623688,49819648
1621542115643,439421,15794472,49557504
1621542118644,442299,8913552,49295360
1621542121645,445209,23777584,50081792
1621542124647,448115,18899504,49557504
1621542127649,451309,7162800,50343936
1621542130651,454815,18677864,50868224
1621542133651,458174,15564336,50081792
1621542136653,461677,30052168,51130368
1621542139653,465021,20151424,50081792
1621542142654,468343,12623512,48771072
1621542145658,471869,4513776,50606080
1621542148659,475203,12928424,49819648
1621542151662,478646,10343000,49819648
1621542154664,482246,20684760,49557504
1621542157665,485925,16174328,49557504
1621542160667,489724,17256864,49819648
1621542163667,493313,13991592,49557504
1621542166669,497067,11029720,48508928
1621542169670,500830,18476552,49033216
1621542172671,504510,17028200,52441088
1621542175673,508133,20343608,50081792
1621542178673,511864,23557384,49557504
1621542181673,515616,20091648,50343936
1621542184674,519408,14176160,50081792
1621542187675,523223,14818408,49557504
1621542190677,527097,25745552,50606080
1621542193681,530877,10865280,50343936
1621542196683,534701,26922888,50343936
1621542199683,538447,18679400,49819648
1621542202684,542214,23428400,49819648
1621542205686,546018,4641168,50343936
1621542208685,549855,22581712,50606080
1621542211686,553884,9561232,49557504
1621542214688,557798,17884032,49295360
1621542217690,561729,10099632,49557504
1621542220691,565739,25955600,50081792
1621542223694,569553,10126224,50081792
1621542226694,573335,20104288,49557504
1621542229695,576955,23157976,48771072
1621542232695,580700,21070968,49295360
1621542235695,583978,14573992,50081792
1621542238696,587573,13402208,50343936
1621542241697,591264,19931120,49557504
1621542244699,594662,12321600,49819648
1621542247699,598313,20389424,50606080
1621542250702,601836,8375512,50081792
1621542253702,605226,17553880,49557504
1621542256704,608565,17508096,50606080
1621542259706,611959,19505896,50081792
1621542262707,615281,18811760,51130368
1621542265707,618764,10812504,49557504
1621542268707,622351,20311952,49819648
1621542271709,625884,19142128,49295360
1621542274710,629521,10476320,49295360
1621542277711,633266,19836960,49295360
1621542280712,636737,22413512,49819648
1621542283714,640467,23596864,49819648
1621542286714,644057,9238048,49295360
1621542289717,647875,18315600,48771072
1621542292718,651524,22746296,49819648
1621542295718,655340,16169112,49557504
1621542298720,659061,26800072,49295360
1621542301721,662863,24649384,49033216
1621542304721,666768,29063648,54013952
1621542307722,670536,31318400,59256832
1621542310723,674376,19184072,50343936
1621542313724,678154,13835944,50343936
1621542316725,682024,16778808,49295360
1621542319726,685769,12090752,50081792
1621542322726,689430,19285616,49819648
1621542325726,693325,14585288,50606080
1621542328726,696983,18740080,50343936
1621542331728,700576,16165520,50081792
1621542334730,704287,10398240,50868224
1621542337730,707942,14805632,49557504
1621542340731,711635,8040416,49295360
1621542343733,715613,7496496,49557504
1621542346734,719408,7366080,50081792
1621542349735,723080,15044680,49819648
1621542352736,726687,21218704,52703232
1621542355737,730537,18453000,49819648
1621542358738,734345,20169280,52703232
1621542361739,738022,9424520,50081792
1621542364741,741782,14532112,49819648
1621542367741,745643,11141888,49557504
1621542370743,749403,20060536,50081792
1621542373745,753037,16736400,49033216
1621542376747,756321,28778264,51130368
1621542379749,759532,19396384,49819648
1621542382749,762872,12552424,49557504
1621542385751,766247,17380760,49295360
1621542388755,769606,25392504,49033216
1621542391755,773256,11990920,50606080
1621542394757,776757,12322984,49819648
1621542397757,780452,26021144,49819648
1621542400758,783955,21056248,49295360
1621542403760,787456,17916184,48771072
1621542406761,790922,14189896,49557504
1621542409762,794413,25787816,49295360
1621542412763,797583,15057128,49295360
1621542415763,800867,9916696,48508928
1621542418763,804367,25645320,50868224
1621542421765,807757,25557392,49557504
1621542424766,811107,19753728,50868224
1621542427768,814441,21467808,49295360
1621542430771,817834,20685496,53227520
1621542433773,821466,16463000,49557504
1621542436774,825083,9188296,49819648
1621542439775,828708,17420056,50606080
1621542442777,832172,28579912,50606080
1621542445776,835541,13204056,50343936
1621542448779,839201,20677016,52965376
1621542451780,842616,20501040,49819648
1621542454781,846087,14434256,49557504
1621542457783,849587,27449920,50606080
1621542460784,853038,22434848,49295360
1621542463786,856705,7809152,50606080
1621542466786,860568,15196480,50081792
1621542469788,864573,9298312,50343936
1621542472788,868351,15589928,49557504
1621542475791,872061,15782384,49819648
1621542478791,875728,24785224,49033216
1621542481794,879434,16089160,49557504
1621542484796,882987,17362808,50081792
1621542487796,886441,16391128,48771072
1621542490798,890036,14372936,50343936
1621542493799,893609,27211112,50343936
1621542496799,897117,15499192,51654656
1621542499799,900687,15550112,50343936
1621542502801,904208,12130496,50081792
1621542505801,907770,4483368,49819648
1621542508803,911338,15505944,50606080
1621542511803,914799,19566328,49557504
1621542514804,918417,26682712,49557504
1621542517806,921963,16594696,49557504
1621542520808,925502,16639384,49557504
1621542523810,928920,17189616,50343936
1621542526812,932379,28824912,51130368
1621542529814,935977,12288200,50081792
1621542532814,939354,17836368,50081792
1621542535815,942916,24172376,50081792
1621542538816,946417,17384856,50081792
1621542541816,949973,15239192,49295360
1621542544817,953414,22845816,50606080
1621542547819,957001,16085576,50081792
1621542550821,960423,8598752,50343936
1621542553822,964101,15032224,49557504
1621542556822,967526,28351816,50606080
1621542559824,971192,16387752,49557504
1621542562827,974984,9831472,49557504
1621542565828,978841,19683712,50081792
1621542568828,982417,16686016,49819648
1621542571830,986099,13852080,49819648
1621542574831,989619,22542632,50081792
1621542577831,993224,19519632,50081792
1621542580833,996915,19928408,50606080
1621542583833,1000762,16118056,50868224
1621542586835,1004417,18978120,49295360
1621542589837,1008088,19272376,50343936
1621542592837,1011865,21511504,50606080
1621542595839,1015549,14661264,49033216